lat,lon,age (Ma),ORE_TONNAGE_MT,CU_PERCENT,MO_PERCENT,AU_GT,AG_GT,weight
46.98725,80.05267,320,45.7,0.35, , , ,3
51.95,72.3333,445,65.8,0.48,0.015,0.2,6.56,3
23.60044,-106.10047,59.5,6.96,0.47,0.03,0.07,10.45,2
18.08069,-102.21241,57.5,12.124,0.763, , , ,2
30.256,-109.69822,55.9, , , , , ,1
30.31444,-109.55941,53.7,4861.45,0.222,0.0218, , ,6
19.16794,-104.28458,57.5, , , , , ,1
25.02793,-107.41051,57.5, , , , , ,1
30.37902,-109.72536,52.4,135,0.33, , , ,4
30.07845,-112.49466,57.5, , , , , ,1
-28.63333,-69.88333,35,1369.473,0.418, ,0.379, ,6
-6.35833,-79.11944,12,4320,0.511, , , ,6
21.03515,-77.34829, , , , , , ,1
5.92725,-75.7212, ,118.812,0.16, ,0.5,1.893,4
-27.27,-69.28,23.81,1163,0.38,0.012, , ,6
-20.175,-69.08333,31, , , , , ,1
29.39505,-111.30287,57.5, , , , , ,1
20.6,-104.5,54,<1,1.2, , , ,1
-5.70472,-79.28083,7.99, , , , , ,1
19.08369,-102.03487,33.4,1429.603,0.272, ,0.025,1.65,6
-39.18333,-70.63333,313.8,250,0.15, , , ,5
7.93333,123.3,7.62, , , , , ,1
48.205,-79.4, , , , , , ,1
17.68333,120.91667, , , , , , ,1
-7.11806,-78.57556,10, , , , , ,1
63.06463,26.15801,1885, , , , , ,1
-14.46167,-72.99333,35.9, , , , , ,1
29.52128,91.42653,13.45, , , , , ,1
32.52389,-111.90472,64.2,270,0.67, , , ,5
44.1214,82.9451,359, , , , , ,1
29.3917,56.8833,15.1,100,0.21, , , ,4
29.3583,56.7667,8.48, , , , , ,1
49.7,105.8,290, , , , , ,1
44.6736,80.9754,366, , , , , ,1
28.1952,99.9723, ,3.97,1.92, , , ,2
33.829,110.133, , , , , , ,1
28.1144,99.8064, ,116,0.312, ,0.17, ,4
22.02982,121.5805, , , , , , ,1
43.758,120.058,234.9,185.714,0.13,0.07, , ,4
-14.38557,-74.97887, ,18.6,0.53, , , ,2
-14.02667,-72.33333,35.6,1710,0.613,0.016,0.044,3.037,6
25.01337,-107.23873,49, , , , , ,1
18.25944,-101.05889,62.8, , , , , ,1
8.112,126.114,12.81, , , , , ,1
65.77111,20.24333, ,1064.1,0.215,0.0034,0.114,3.101,6
44.1,134.4,103.5, , , , , ,1
55.23333,157.75,14.18, , , , , ,1
47.09194,-84.47833,1098.28,36.28,0.2, , , ,3
-3.184,151.654,24, , , , , ,1
68.10847,66.83024, ,85.6,0.537,0.0009, , ,3
-23.0,-69.08333, ,41,0.8, , , ,3
46.834,25.232,8, , , , , ,1
57.58333,139.11667,78.25, , , , , ,1
49.00972,-118.61667,56.7,19.5,0.56, ,0.55, ,2
45.6508,121.926,161.8,0.15, , , , ,2
38.31645,-117.31668, ,648.428,0.091,0.0615, , ,5
39.0315,46.1953,21,34,0.63,0.033,0.05,0.11,3
29.31546,91.80377,24.94, , , , , ,1
46.6667,88.8333,290, , , , , ,1
60.92469,23.789,1890, , , , , ,1
-22.66667,-68.75,275, , , , , ,1
7.275,126.04583,12.81, , , , , ,1
8.32369,124.40347, , , , , , ,1
51.25,139.65, , , , , , ,1
-23.6869,150.63,244,100,0.3, , , ,4
-25.09772,-67.75905,14.93,182.1,0.102, ,0.537, ,4
8.119,126.384, , , , , , ,1
42.1297,92.8107,315.7, , , , , ,1
64.1895,-142.9676, , , , , , ,1
23.3796,102.3894, , , , , , ,1
-31.33494,-71.02276, ,306.5,0.245,0.0046,0.076, ,5
-22.93667,-69.05139,43.5,112,0.46, , , ,4
40.7827,40.6898,83.25, , , , , ,1
52.57141,-121.64472,205.2,7.19,0.31, ,0.243, ,2
36.75,48.8333,19.62, , , , , ,1
64.71875,33.28814,2692.75,173,0.03,0.075, , ,4
16.76667,120.86667, ,210,0.28,0.005,0.25,4,4
49.78001,-120.55422,219.15, , , , , ,1
50.25891,-127.61642,154, , , , , ,1
-23.445,-69.51167,57.9,2121,0.275, , , ,6
17.525,120.925, , , , , , ,1
61.5666,-143.7166,154.25, , , , , ,1
32.71844,-108.17713,57.5,216.5,0.183, , , ,4
54.51655,-126.73296, ,179.363,0.03,0.0717, , ,4
32.75834,-109.6, ,679,0.47, , , ,5
33.33614,-110.90207,61.2,18.144,0.4, , , ,2
18.92917,102.86806,279,31,0.08, ,0.76,3.9,3
39.0958,93.4079,290, , , , , ,1
43.05806,106.87889, ,308,1.266, ,0.428,3.279,5
59.4,153.45,94.5,178,0.5,0.025,0.2,2.1,4
32.31205,-108.75328,57.5, , , , , ,1
-28.06667,16.9,1960, , , , , ,1
49.70951,-122.92362,154.25, , , , , ,1
50.45031,-121.04312,208.4,514,0.427,0.015,0.006,1.2,5
55.92781,-125.44082,177.4,31.94,0.66, ,0.17,4.7,3
-31.24167,-70.17667,7.84,4768,0.342,0.003,0.051,1.613,6
-33.13333,-70.26667,5.5,21746,0.616, , , ,6
-16.90389,-70.99028, ,352,0.761,0.0314, , ,5
-14.15806,-73.13333,32,726,0.532,0.03,0.029, ,6
19.57284,-100.99755,62.8, , , , , ,1
-28.3408,-69.5857,13.5,2926,0.363, ,0.136,1.356,6
31.23105,-111.91788,57.5, , , , , ,1
-4.33333,-80.0,14, , , , , ,1
13.09979,-86.99773,14.18, , , , , ,1
-37.27,-70.67944,67, , , , , ,1
-31.70833,-70.5,11.18,6104.1,0.51,0.016,0.06, ,6
-12.97583,-76.13944,100,63.191,0.36, , , ,3
-33.2,-70.25583,7,1200,1.46,0.02, , ,6
28.39468,-109.14957,49.6,8.339,0.609,0.1218, ,4.511,2
-21.98954,-68.76152, ,1903.8,0.497,0.0108, , ,6
54.78333,-127.68333,89,151,0.238,0.0088,0.228,0.993,4
28.42556,-109.86472,56.9, , , , , ,1
49.54361,-120.43312,219.15, , , , , ,1
62.4125,-147.8753, , , , , , ,1
31.08083,-110.487,61.8,9,0.8,0.1, , ,2
52.614,119.7446, , , , , , ,1
14.76667,121.31667, ,78,0.5,0.001,0.03, ,3
9.25833,125.52333,3.5,26,0.36,0.01, , ,3
25.1465,116.402, ,487.2,0.339,0.0272, , ,5
33.881,111.754, , , , , , ,1
33.42438,94.99884,44.95, , , , , ,1
61.4035,28.24986,1890, , , , , ,1
10.0,123.0, ,40,0.35, , , ,3
28.62738,-109.64219,57.4,3.373,1.036, , , ,2
49.38831,-119.33781,52.4, , , , , ,1
40.6352,45.8201, , , , , , ,1
14.2,122.683,12.81,5.9,1.5, ,4.6, ,2
54.86,-125.57556, ,453.422,0.048,0.0354, , ,5
22.15315,-80.09118, , , , , , ,1
39.05,-119.24,161,488.534,0.225, , , ,5
25.52107,100.43756,34.8,62,0.5,0.078,0.35, ,3
29.2075,63.7275,24.3, , , , , ,1
42.747,22.217,38,100, ,0.1, , ,4
55.83111,-125.33252,177.4, , , , , ,1
52.25,-73.0, ,20.042,0.577,0.0925,0.058,4.399,2
46.47,25.57,15, , , , , ,1
49.0,-66.0, ,8.344,1.08, , ,6.66,2
9.493,125.604,12.81, , , , , ,1
-34.3099,147.4415,436.4, , , , , ,1
-10.537,150.124,19.62, , , , , ,1
50.92391,-121.42112,61.2,181,0.28,0.029, , ,4
53.2784,140.1222,78.25, , , , , ,1
-8.21556,-77.77167,14.73,255.89,0.506,0.049, ,2.883,5
16.3921,121.3388,14.18, , , , , ,1
45.984,22.937,12.81, , , , , ,1
27.1083,58.1, , , , , , ,1
32.489,58.916,39, , , , , ,1
38.8167,46.8333,28.59, , , , , ,1
18.467,-70.21701, , , , , , ,1
61.75539,22.37912,1890, , , , , ,1
62.04428,24.32201,1885, , , , , ,1
44.41083,21.93236,83.5,800,0.6,0.005,0.35,1,6
47.0978,135.0722,112.5, , , , , ,1
54.86667,157.15, , , , , , ,1
10.095,125.204,12.81, , , , , ,1
22.01667,80.71667,2490,566.25,0.962,0.0034,0.2,6,5
30.99857,98.01653,36.9,338,0.45,0.014,0.06, ,5
45.1364,135.0367, , , , , , ,1
49.9165,136.8961, ,2544,0.29, ,0.14, ,6
55.72222,136.58056,78.25, , , , , ,1
45.38944,136.95,78.25, , , , , ,1
62.0089,-137.90452,104.3, , , , , ,1
23.26905,-106.10015,54.1,37,0.52, ,0.42, ,3
66.48,164.55,137.9, ,0.4,0.006,0.15,6.2,1
39.2362,39.259, , , , , , ,1
41.5041,44.199, , , , , , ,1
29.9288,98.62595,37.6, , , , , ,1
6.033,116.46,7,196,0.48,0.001,0.5,2.5,4
49.75061,-120.48252,219.15,23,0.2, , , ,2
17.76667,121.23333, ,20,0.5, ,1.1, ,2
7.433,126.033,12.81, , , , , ,1
44.3833,108.25,292.3, , , , , ,1
42.7187,105.1028,290, , , , , ,1
-34.166,147.33,436,26,0.34, ,0.38, ,3
31.17185,97.88765,37.6,135,0.43,0.03,0.02, ,4
8.331,125.564, , , , , , ,1
-22.56417,-69.24222,64, , , , , ,1
44.3833,108.4667,290, , , , , ,1
9.667,122.583,24.94,81.5,0.42, , , ,3
-24.04941,150.8145,242.5, , , , , ,1
-22.38056,-68.9125,32.5,882,1.02, , , ,6
-0.533,113.2, , , , , , ,1
-23.43117,-70.05817,141.5,500,1, , , ,5
60.60678,25.28554,1890, , , , , ,1
-2.16,146.969, , , , , , ,1
9.712,125.53,12.81, , , , , ,1
7.35468,126.01374,10,78,0.4, ,0.37,3.6,3
34.033,52.05, , , , , , ,1
-31.37833,-67.36667,259, , , , , ,1
13.455,121.97544,20.5,178.3,0.44, ,0.09,1.19,4
38.8333,46.55,28.59, , , , , ,1
46.35639,-122.08083,17.3,523,0.36,0.011,0.24,1.6,5
59.01944,-137.08333,34,145,0.2, ,0.24,4.5,4
16.75,121.35,25.1,55,0.427, ,0.24, ,3
31.04452,-110.42622,59.3,100,0.48, , , ,4
43.73,113.691,290, , , , , ,1
40.86674,25.55499,29, , , , , ,1
49.29191,-120.51392,201.6, , , , , ,1
-33.7374,147.5428,467,175,0.382, ,0.198, ,4
16.81826,120.71782, , , , , , ,1
12.38,123.56,24.94, , , , , ,1
-8.08333,157.51667,3.96, , , , , ,1
38.8772,45.9386,20.46,204,0.34, ,2, ,4
-0.56,114.022, , , , , , ,1
-0.46265,127.40309,12.81, , , , , ,1
-0.45766,127.40346,12.81, , , , , ,1
14.233,122.733,20.5,65,0.35,0.005,0.4, ,3
1.188,127.69,3.96, , , , , ,1
7.5,125.985,12.81, , , , , ,1
50.75811,-120.65782,204, , , , , ,1
40.0017,30.6961,19.5, , , , , ,1
10.38981,123.72652, , , , , , ,1
54.7833,98.85,290, , , , , ,1
48.61472,-120.38194,85.1,136.08,0.36,0.006,0.03, ,4
38.645,47.0627,30.8, , , , , ,1
-9.61194,160.16424,21.5, , , , , ,1
39.4,-114.75, ,400,0.85,0.016, , ,5
48.5,-81.25,2673,12.86,0.5, ,1.3, ,2
54.7815,-132.0565,437, , , , , ,1
63.2711,-159.2846, , , , , , ,1
42.60492,24.1873,91,244,0.37,0.01,0.1, ,4
65.28,159.53,122.75,1333.333,0.3,0.02,0.2, ,6
30.4256,55.174,12.1,170,0.86,0.007, ,1.8,4
37.3549,48.2167,19.62, , , , , ,1
3.85,102.86667,245,45,1.8, ,0.6, ,3
44.1955,95.307,412, , , , , ,1
50.50311,-121.13692,206.3, , , , , ,1
-6.834,156.043,3.96, , , , , ,1
41.5714,42.0836,54,3.268,2.84, ,0.7,18.7,2
39.7456,34.7157,83.25, , , , , ,1
39.7314,34.762,83.25, , , , , ,1
40.9737,35.4459,37.55, , , , , ,1
57.20421,-126.66862,201.2, , , , , ,1
41.1541,41.6757,83.25,0.344,1.16, , , ,2
57.7961,-129.87252,198, , , , , ,1
33.40826,-110.8754,63.5,1591,0.63,0.01,0.009,0.7,6
-7.3,-78.32222,20.24,631,0.69,0.015,0.15,4,5
47.5,-121.36667,25,93,0.41,0.02, , ,3
57.054,-157.235,2.67, , , , , ,1
53.19215,60.99456,357,426.1,0.37, ,0.1, ,5
41.01,25.97,28, , , , , ,1
31.11303,-110.42779,63.1,230,0.85, , , ,4
62.3569,-138.57082,83.25, , , , , ,1
9.6,122.5333, ,100,0.47, , , ,4
-22.325,-68.9, ,430,1.19, , , ,5
14.8011,-87.3548,61, , , , , ,1
49.47641,-120.47422,219.15, , , , , ,1
33.11,-111.58,70.3,13.2,0.4, , , ,2
58.39862,-131.78696,200, , , , , ,1
29.25317,91.85617,24.94, , , , , ,1
-22.37917,-68.91389,34.7,1889,0.768, , , ,6
62.6092,-137.23832,201.8,70.29,0.986, ,0.344,3.115,3
51.94721,-121.31082,219.15, , , , , ,1
-4.65,-78.9,156,1188.49,0.51, ,0.153,1.044,6
-22.95082,-69.02409,44.7,54,0.34, , , ,3
-22.42184,-68.93121,36.2, , , , , ,1
38.0612,47.5442,12.81, , , , , ,1
39.05,46.05,40,350,0.43, , , ,5
31.98886,-111.06749,58.1,1900,0.69,0.0016, , ,6
55.91581,-125.51362,182,3,0.6, , , ,2
56.53112,-130.2503,196,1509.9,0.18, ,0.64, ,6
38.5497,46.2586,9.12,20, , ,1, ,2
-19.80972,-69.28056,57.8,97,1,0.03, , ,4
1.24167,-76.66667,166,347,0.39,0.0697, , ,5
48.5658,102.9166,290, , , , , ,1
49.2552,103.7373,290, , , , , ,1
45.6,97.35, , , , , , ,1
45.8201,102.593,290, , , , , ,1
44.5833,108.0333,290, , , , , ,1
-3.873,136.183, , , , , , ,1
-28.57139,-69.66192,15.3, , , , , ,1
51.09471,-123.38832,84.9, , , , , ,1
44.73778,21.7025,72.5,500,0.35, ,0.185, ,5
-30.73884,-70.66784,49.95,15.5,0.51, ,0.13, ,2
53.75,61.41667, ,108.762,0.067,0.105, , ,4
41.15833,22.84444,44.52, , , , , ,1
41.17002,22.84953,44.52, , , , , ,1
41.15833,22.86667,44.52, , , , , ,1
39.2395,-115.56869, , , , , , ,1
-34.2347,147.40505,436.4, , , , , ,1
-23.5756,150.3928,251.5, , , , , ,1
-33.60354,149.36474,436.5,73.2,0.07, ,0.94, ,3
33.10361,-109.36111,55.8,11075,0.248,0.0024, , ,6
49.3667,93.8333, , , , , , ,1
46.31169,-111.66954, , , , , , ,1
55.18311,-126.28612,52.8,382.447,0.333,0.0044,0.162, ,5
48.92,22.2,14, , , , , ,1
63.89,-143.47,70, , , , , ,1
55.13721,-124.53112,186.9, , , , , ,1
-20.1969,147.95,119.3,200,0.15, , , ,4
-18.44,127.49,1843,114,0.2, , , ,4
-24.6712,151.2764,242.5,17.466,0.652, ,0.163,6.745,2
-18.24451,143.2527,310, , , , , ,1
63.6888,-142.2599,83.25, , , , , ,1
-5.67,144.16177, , , , , , ,1
55.65,-126.83333,51.4, , , , , ,1
-2.11667,146.95,13.5,20,0.3, , , ,2
-20.9369,148.16,125,20,0.2, , , ,2
55.12391,-124.02752,186.9,633.7,0.188, ,0.343, ,5
52.55441,-121.64172,205.2,436.617,0.276, ,0.294,0.809,5
48.05572,-118.69536,51.2,2400,0.09,0.0557, , ,6
-18.25506,143.40547,310, , , , , ,1
-20.56697,147.8804,125, , , , , ,1
49.76331,-125.30222,35, , , , , ,1
53.05001,-122.32112, , , , , , ,1
-20.34194,140.16889, , , , , , ,1
-29.83944,152.37139, , , , , , ,1
-20.57861,146.97778,285, , , , , ,1
-1.7,101.25, , , , , , ,1
33.47562,-105.74055, , , , , , ,1
46.13253,23.07133,12.81, , , , , ,1
46.12892,23.06621,8.48, , , , , ,1
39.8922,29.8966,46.74,51,0.365,0.0125,0.125,2.378,3
49.76111,-125.25002,35, , , , , ,1
7.05,-76.75,54.7, , , , , ,1
52.02921,-121.26442,187, , , , , ,1
46.15,22.8,13.3,12,0.2, ,0.3, ,2
50.61667,19.36667,298,726,0.121,0.062, ,2.22,6
-15.999,167.254, , , , , , ,1
38.7541,46.8098,39.52, , , , , ,1
57.3747,-131.00582,222,90.7,0.337,0.047, , ,3
55.28611,-126.23812,51,271,0.184, ,0.08, ,5
66.49,164.7,140, ,0.4,0.004,0.15,1.2,1
17.575,120.89, , , , , , ,1
-18.002,178.165,5.5,2150.842,0.35, ,0.109, ,6
13.36667,122.05, , , , , , ,1
29.46667,90.81667,14.76,250,0.2,0.002, , ,5
45.78,121.709,134,24.242,0.66, , , ,2
49.25,104.7167,290, , , , , ,1
48.5803,97.7814,273, , , , , ,1
9.68,-83.409,14.18,5,0.3, , , ,2
33.53,94.78,40.86, , , , , ,1
44.2208,108.0182,333.2, , , , , ,1
32.88,83.5,119.5,289.855,0.69, , , ,5
-17.995,177.366, , , , , , ,1
38.5552,38.825,79.43, , , , , ,1
62.2272,-142.7283,109.5, , , , , ,1
-32.80685,140.04315,502, , , , , ,1
-29.0,-67.75,5,300,0.37,0.06,0.3,0.9,5
-2.622,150.142, , , , , , ,1
53.75111,-127.68672,48,16.458,0.437, , , ,2
45.06652,-109.95994, , , , , , ,1
51.73201,-124.63562, , , , , , ,1
38.4083,47.4333,22.14, , , , , ,1
62.2189,-142.7603,109.5, , , , , ,1
-2.156,146.997, , , , , , ,1
44.3167,105.75,290, , , , , ,1
44.3333,107.1667,290, , , , , ,1
48.56387,138.57053,69, , , , , ,1
45.95,110.5,290, , , , , ,1
47.6775,-121.63639,9.9,128,0.68,0.0082,0.1, ,4
29.1548,62.2005,19.5, , , , , ,1
63.672,-142.869,102.8, , , , , ,1
57.81497,-129.94256, ,271.84,0.16, ,0.18, ,5
17.583,122.0, , , , , , ,1
17.1906,122.0489, , , , , , ,1
-32.92,148.0,438.3,344.02,0.608, ,0.263, ,5
66.81051,66.51699,382, , , , , ,1
53.152,60.948,340, , , , , ,1
29.9333,55.85,13.71,527,0.26, , , ,5
62.3342,-137.33582,83.25, , , , , ,1
-17.798,178.207, , , , , , ,1
58.9875,-136.10278, ,119.515,0.18,0.0267, , ,4
6.1,116.466,8, , , , , ,1
47.97187,79.15749, , , , , , ,1
50.0269,76.7272,438.5,213,0.81,0.01,0.26,2.5,4
50.04191,-124.65112,36,143,0.24,0.009, , ,4
48.02,23.20833,14.18, , , , , ,1
-3.889,136.178, , , , , , ,1
41.2226,106.328, , , , , , ,1
48.56444,136.69445, ,65.7,0.67,0.1,0.42, ,3
47.8242,135.8599,78.25, , , , , ,1
33.567,51.867,12.81, , , , , ,1
-8.5,147.5, ,85,0.4, ,0.6, ,3
39.81694,9.51583,285, , , , , ,1
38.48056,-113.29972,28.4,10,0.5,0.023, , ,2
-5.2,141.13333,1.2,898,0.43, ,0.51,2,6
50.00001,-124.66668, ,86.8,0.31,0.0084, , ,3
35.19,65.5,14, , , , , ,1
47.65,110.5333,290, , , , , ,1
62.3624,-147.9406, , , , , , ,1
55.15306,135.55111,78.25, , , , , ,1
65.6847,170.48248,85, , , , , ,1
40.5331,42.0134,19.62, , , , , ,1
46.45,99.2833,290, , , , , ,1
48.8306,104.2306,290, , , , , ,1
48.8833,97.1333,290, , , , , ,1
-8.762,118.458,0.4, , , , , ,1
53.63333,-127.08333, ,230.251,0.225,0.0207,0.144,2.811,4
-22.46667,-68.96667,37,341,0.53, , , ,5
32.47753,-110.72215,57.5, , , , , ,1
-9.869,148.291, , , , , , ,1
62.204,-142.8449,115,290.304,0.35,0.02,0.171,0.343,5
45.073,21.717,65, , , , , ,1
63.38,-141.81, , , , , , ,1
50.05,105.1167,290, , , , , ,1
49.31861,-120.51392,201.6,2.65,0.437, , , ,2
63.751,160.067,85, , , , , ,1
42.539,24.128,86,36,0.32, ,0.14, ,3
48.7905,102.9215,290, , , , , ,1
-32.5,-69.08333,19, , , , , ,1
-32.5,-69.08333,19, , , , , ,1
32.44442,-106.1174, , , , , , ,1
49.34561,-120.53612,201.6, , , , , ,1
27.9027,99.8654, , , , , , ,1
59.71667,150.31667,94.5, , , , , ,1
56.06306,-125.36002, , , , , , ,1
41.8,22.86667,23, , , , , ,1
46.571,25.782,5, , , , , ,1
49.7,104.9333,290, , , , , ,1
44.0376,105.9992,290, , , , , ,1
44.0167,106.05,290, , , , , ,1
50.38001,-122.75807, , , , , , ,1
50.39806,-122.79474, , , , , , ,1
53.67361,-127.05692,83,21.4,0.34,0.008, , ,2
43.0136,106.8535,372,3750,0.98, ,0.38, ,6
46.7472,104.1333,285, , , , , ,1
45.7,104.6,275.4, , , , , ,1
49.2667,95.975,290, , , , , ,1
44.5722,109.4296,330, , , , , ,1
48.4974,103.8584, , , , , , ,1
49.6333,106.1833,290, , , , , ,1
48.1667,102.95,290, , , , , ,1
49.37861,75.94527,340,194,0.36,0.005,0.02,2.9,4
62.2948,-153.9485,58, , , , , ,1
9.576,125.507,12.81, , , , , ,1
41.01138,25.88444,32.05, , , , , ,1
40.61667,-117.03333,39, , , , , ,1
62.61,-137.20392,76.5, , , , , ,1
-3.98,152.599, , , , , , ,1
39.8834,26.5205,20.6, , , , , ,1
30.3333,55.6333, , , , , , ,1
16.821,120.798,1.66,100,0.4, ,0.5, ,4
53.85941,-127.01642,48, , , , , ,1
11.516,123.174,24.94, , , , , ,1
-3.6,-78.5,153.3,547,0.6, , , ,5
-24.2,-65.87,15.4, , , , , ,1
-6.318,155.493,3.4,1838,0.3, ,0.34, ,6
16.167,121.333,21.9, , , , , ,1
16.33105,121.33901,21.9, , , , , ,1
-3.671,136.5, , , , , , ,1
38.99074,-107.06038, , , , , , ,1
-32.45,-69.09167,16.9,373,0.555,0.005, , ,5
-5.715,-79.20694,7.99, , , , , ,1
40.625,-111.37972,33.69, , , , , ,1
-8.78861,-77.99583,14.7,141.6,0.45,0.04, , ,4
60.38,-154.47,59.5, , , , , ,1
62.5258,-138.61422, , , , , , ,1
0.332,127.751, , , , , , ,1
51.96061,-121.29502,219.15, , , , , ,1
51.98081,-121.33722,219.15, , , , , ,1
-32.75,148.21667, ,11.27,0.11, ,1.29, ,2
59.89833,-155.29556,89.5,10899,0.341,0.0232,0.308,1.468,6
6.7,-76.5,42.7,700,0.736,0.0123, , ,6
-7.423,109.861, , , , , , ,1
-5.709,150.963, , , , , , ,1
64.0,35.0, ,600,0.25,0.05, , ,5
-6.92,-78.36,15.8,429,0.31, ,0.78, ,5
66.56,164.44,144.1,1315.766,0.825,0.023,0.566,4.595,6
8.83333,-80.66667,28.5,1218,0.5,0.0067,0.08, ,6
42.45583,24.27796, , , , , , ,1
63.61,-142.99,102.8, , , , , ,1
29.0952,62.1601,12.45, , , , , ,1
50.55441,-120.29862,204, , , , , ,1
8.175,126.145,12.81, , , , , ,1
17.45,101.87769,245,65,1, , , ,3
18.918,102.907,304.9,184,0.49, ,0.22,2.1,4
18.11667,102.08333,244,58,1.76, ,0.45, ,3
17.33333,101.5,234,13,1, , , ,2
29.18331,-110.72346,57.5, , , , , ,1
18.19722,-66.68667,42, , , , , ,1
18.14323,-100.6725,57.5, , , , , ,1
27.16281,-109.01233,60,457.99,0.28, , , ,5
2.1,-76.88333,17.4, , , , , ,1
63.83,-141.41, , , , , , ,1
57.36641,-127.01557,197, , , , , ,1
-23.20242,-69.18467,45.5, , , , , ,1
18.3235,-66.87186,44.95, , , , , ,1
50.46667,19.61667,343, , , , , ,1
39.0169,29.3119,18.3, , , , , ,1
-15.57892,-70.99949, ,113.935,0.286, ,0.326, ,4
57.23331,-126.73332,201.2,70,0.15, ,0.57, ,3
49.69751,-120.59812,200, , , , , ,1
34.36889,-112.35194, ,25,0.36,0.008,0.17,4,2
-38.0,-70.55,61, ,0.22,0.021, , ,1
63.3134,-145.9856,219.15, , , , , ,1
49.64531,-120.51312,200, , , , , ,1
27.8833,59.9833,0.006, , , , , ,1
15.00833,120.36667,2.145,20,0.41, ,0.6,3,2
39.1276,46.2251,19.62, , , , , ,1
9.664,125.595,12.81, , , , , ,1
42.48333,23.41667,76, , , , , ,1
44.65286,136.20313, , , , , , ,1
18.25261,-66.85526,44.95, , , , , ,1
43.22912,20.66838, , , , , , ,1
-5.96667,150.38333,23, , , , , ,1
-3.903,136.145, , , , , , ,1
-3.932,136.121, , , , , , ,1
-3.906,136.12, , , , , , ,1
-9.43333,159.83333,24.4, , , , , ,1
-10.236,149.466,14.18, , , , , ,1
51.13331,-122.61422,57.5,808,0.24,0.0075,0.12,3,6
16.81028,120.77209, , , , , , ,1
-23.3,-69.23333,42.37,1543.7,0.345, , , ,6
41.055,23.19,32, , , , , ,1
54.01671,-126.99002,73.5,789.3,0.172,0.0047,0.054,2.585,6
42.37143,24.15435,83.5,75,0.2, , , ,3
56.45201,-125.99532, , , , , , ,1
13.53337,105.12813, , , , , , ,1
-4.50771,-78.95923, ,493.7,0.34, ,0.137, ,5
33.03769,-111.42956,62,447.25,0.318, , , ,5
50.65,-120.5, ,2.359,0.35, ,0.77, ,2
-26.4875,-69.42389,36.65,170,1.1, , , ,4
47.26667,134.6,78.25, , , , , ,1
49.17171,-120.00221,168, , , , , ,1
-28.71587,-70.80763,130.1,236.6,0.48,0.0135,0.1, ,4
42.37835,26.26288,57.8,260,0.249,0.0048, , ,5
50.25162,136.2934,78.25, , , , , ,1
59.351,153.506,94, ,0.36,0.0035,0.34,2.1,1
63.8029,-146.5229, , , , , , ,1
28.0385,99.9864,216.33,446.8,0.52, ,0.18, ,5
-21.94528,-69.78333,125,540,0.25, , , ,5
-13.92917,-75.35,100,190,0.24, , , ,4
63.52,-141.32,114.4, , , , , ,1
-11.47972,-76.08444,7.1,5.24,0.27, ,0.43,5.54,2
55.6298,-160.6753,6,174.222,0.319,0.0194,0.087, ,4
33.4998,54.068, , , , , , ,1
50.64361,-120.39782,204, , , , , ,1
34.7245,50.2635,14.18, , , , , ,1
33.783,51.567,14.18, , , , , ,1
39.0976,45.9371,26.78,0.95,1.14,0.17,0.3,4,2
38.7667,46.35,19.62, , , , , ,1
57.7608,-130.29362,205, , , , , ,1
28.1763,99.8906,216.93, , , , , ,1
35.6471,119.22, , , , , , ,1
33.1599,112.292,147,62.5,0.8,0.12, , ,3
44.1439,83.0267,290, , , , , ,1
48.95,97.8333,290, , , , , ,1
64.2262,-143.8916,101.2, , , , , ,1
-21.0,-68.8,35,4659,0.413,0.0172, , ,6
-37.4325,-70.46667,44, , , , , ,1
5.76389,-75.7475,7.47,565.66,0.64,0.0127,0.31,4.34,5
-14.98,-71.30667,38,300,0.68, , , ,5
-19.86667,-68.96667,38.18, , , , , ,1
-17.10806,-70.61583,54.5,2855.3,0.46,0.015, , ,6
-22.4081,-68.95486,38, , , , , ,1
5.29513,-75.71223, ,165.2,0.1, ,0.572,1.759,4
5.31805,-75.69615, ,57.794,0.04, ,0.5, ,3
29.62513,91.59382,15.99,1778,0.45,0.045, ,3.9,6
43.68,82.4667,290, , , , , ,1
29.2542,56.9635,3.96, , , , , ,1
-33.8422,149.689,436,512.1,0.18, ,0.05,0.73,5
46.18363,-111.65738, , , , , , ,1
-22.23,-68.88,32.7,7344,0.417, , , ,6
42.84305,22.89982,83.25, , , , , ,1
28.2504,58.7991,29.7,10,0.63, , , ,2
50.63611,-120.46502,204,30.66,0.528, ,0.119, ,3
-18.023,177.832, , , , , , ,1
-7.85333,110.89694, ,90.9,0.1, ,0.35, ,3
33.2667,52.0917,11.52, , , , , ,1
50.36639,-120.95752,206.3, , , , , ,1
49.56139,-120.46557,219.15, , , , , ,1
33.16361,-110.98306,60,857.3,0.373, , , ,6
51.31331,-121.08892,182.4, , , , , ,1
28.95,57.6667,8.48, , , , , ,1
49.28531,-120.54532,201.6, , , , , ,1
47.93927,20.07777,27.8,700,0.66,0.005,0.28, ,6
56.73501,-126.30082, , , , , , ,1
53.29917,-127.0103, ,200.9,0.061,0.0489, , ,4
57.6997,-129.80532,203.8,1820.8,0.323, ,0.335,1.096,6
50.71061,-127.97222,171.5,25,0.35,0.006,0.44, ,2
33.03611,-111.21611,65,453.5,0.1, , , ,5
38.61667,-118.43333,105, , , , , ,1
