lat,lon,age (Ma),ORE_TONNAGE_MT,CU_PERCENT,MO_PERCENT,AU_GT,AG_GT,weight
29.7465,115.64612,145.5, , , , , ,1
42.3794,99.0418,332, , , , , ,1
-2.102,146.926, , , , , , ,1
29.85738,92.29477,14.18, , , , , ,1
29.57721,91.78348,14.18, , , , , ,1
45.2734,116.433,290, , , , , ,1
51.667,124.75,148.5, ,0.4-0.5,0.06-0.1, , ,1
25.6,100.5,28.47, , , , , ,1
41.05,118.601,122.83,18,0.73,0.086, , ,2
43.2133,130.88499,110.3,72.424,1.46, ,0.73,2.92,3
31.71913,97.34757,46, , , , , ,1
46.7048,85.498,422.5, , , , , ,1
29.36288,88.43006,158.1,219.8,0.43, ,0.61,3.87,4
27.49063,101.01747,32.1,64.286,0.28, ,0.31, ,3
46.857,89.2245,327.1, , , , , ,1
46.5709,90.0597,376.9,0.53,0.34, , , ,2
42.95,128.41701, , , , , , ,1
29.64,88.67,172.6,388.9,0.32, ,0.18,0.87,5
28.0089,99.8095,221.4,60,0.5, ,0.06,1.4,3
54.994,61.003,347, , , , , ,1
42.4202,119.83, , , , , , ,1
-32.13778,-69.43917,279.9, , , , , ,1
66.29347,63.7334,330, , , , , ,1
-5.75,145.16667,6.44,747.616,0.325,0.0092,0.068, ,6
43.4477,117.493,138.5, , , , , ,1
51.2473,133.7553,78.25, , , , , ,1
50.59281,-127.45582,174, , , , , ,1
48.8667,104.6667, , , , , , ,1
48.7833,101.3167, , , , , , ,1
5.57715,-75.63203,14.18,66.271,0.09, ,0.58, ,3
48.9333,104.8333, , , , , , ,1
-5.616,150.955,23.5, , , , , ,1
37.1402,91.3165,224, , , , , ,1
50.8908,59.83191, , , , , , ,1
43.90359,-109.33709,44.95, , , , , ,1
36.9964,91.9758, , , , , , ,1
-32.7283,148.6432,402,12.9,0.38,0.01,0.14,2.2,2
-22.9981,150.6937,220,50,0.3,0.01, , ,3
38.98,-119.2,168.5,278.964,0.249, , , ,5
-34.0465,147.3344,438,127,0.32, ,0.14, ,4
35.3729,99.7202, , , , , , ,1
28.9718,117.596,178.2,83,0.52, ,0.8, ,3
61.60898,23.49905,1870,4,0.7, ,0.068,12.5,2
41.2968,41.3029,49.95, , , , , ,1
28.1983,117.762,156, , , , , ,1
23.804,111.688,156,600,0.163,0.0433, , ,5
50.38001,-120.95812,206.3, , , , , ,1
48.92342,58.67924,374,60,0.37, ,2, ,3
40.9521,41.1507,49.95, , , , , ,1
46.6027,90.0192,376.9, , , , , ,1
31.40955,97.73026,39.72,850,0.84,0.022,0.35, ,6
33.84028,-113.75,187.7, , , , , ,1
53.38333,158.0,14.18, , , , , ,1
33.1772,52.4799,19.62, , , , , ,1
-16.03865,-72.2389, ,531.9,0.36, ,0.069, ,5
34.4083,52.3917,51.9, , , , , ,1
48.8167,102.7,290, , , , , ,1
29.05,57.3083, , , , , , ,1
38.6167,46.9333,19.62, , , , , ,1
39.4,38.516,51.9, , , , , ,1
44.6581,134.65, , , , , , ,1
36.525,57.2083, , , , , , ,1
38.306,47.287,19.62, , , , , ,1
29.0083,57.6667, , , , , , ,1
33.08,52.2835,19.62, , , , , ,1
54.53822,61.0293,418.3, , , , , ,1
29.37532,88.34965, , , , , , ,1
-6.99,146.527, , , , , , ,1
49.1,113.85,290, , , , , ,1
31.20425,97.81515,38.5,99.5,0.32,0.03,0.03, ,4
52.843,117.36,162.5,130,0.1,0.099, , ,4
25.1836,116.435, , , , , , ,1
24.37,117.123,83.25, , , , , ,1
28.5523,99.9515,290, , , , , ,1
29.65531,87.46889,14.15,400,0.57, , , ,5
29.02345,117.69327,170,142.86,0.42,0.01,0.1,2.06,4
29.4604,64.4927,19.5, , , , , ,1
29.4556,64.3774,21, , , , , ,1
29.2342,63.9006,37.2, , , , , ,1
25.1801,116.401,105,536,0.476, ,0.155, ,5
50.606,139.52,78.25, , , , , ,1
42.03,22.12,15, , , , , ,1
48.08333,138.16667,83.25, , , , , ,1
29.48728,90.05306,14.18, , , , , ,1
48.726,98.3725,250, , , , , ,1
48.71667,98.34167,260, , , , , ,1
43.2857,101.732,290, , , , , ,1
48.9,104.8, , , , , , ,1
49.2149,104.2263,290, , , , , ,1
46.8389,115.5333, , , , , , ,1
43.9824,99.2196,290,650,0.063,0.0464, , ,5
48.8,102.0667,290, , , , , ,1
49.0833,105.05,290, , , , , ,1
54.83528,-127.94363,89, , , , , ,1
